cid,id,S,F,SF,T,R,DD,tS,band,fails,grade,universe,neutralization,decay,truncation,delay,submitted,expr,maxcorr,nearest
w66_b,3q9kzjxN,2.67,1.45,4.12,0.4167,0.1237,0.0398,2.78,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.7996,j23Pl0e5
p10_tw02_xopr,LL97eZ6m,2.29,1.73,4.02,0.1631,0.0929,0.0419,2.29,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"trade_when(ts_rank(volume, 60) > 0.2, group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(close, 2)), -1)",0.8004,9qVrJkYe
w74_i,akLGLQL9,2.77,1.51,4.28,0.4528,0.1354,0.0418,2.89,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8014,j23Pl0e5
w64_f,le856bwO,2.76,1.53,4.29,0.4169,0.1281,0.0393,2.9,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8024,j23Pl0e5
w63_c,3q9kLnGN,2.73,1.91,4.64,0.3217,0.1582,0.0331,2.24,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_rank(close, 10), subindustry)",0.8027,mLgd6nwX
w71_d,E5v8P8AJ,2.75,1.85,4.6,0.3229,0.1469,0.0392,2.42,C,,GOOD,TOP3000,INDUSTRY,3,0.08,1,N,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean/assets, industry) + group_rank(liabilities_curr/assets, industry) + group_rank(-ts_delta(close, 5), industry) + rank(volume/ts_mean(volume, 90))",0.8036,N1QJPJE8
w60_f,A10exRzR,2.65,1.49,4.14,0.4496,0.1428,0.0622,3.39,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 60))",0.8043,rK59235m
w112_a,KPOAOXEE,2.51,1.8,4.31,0.2437,0.126,0.0381,1.52,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebit_low/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8047,kqVp6wnO
w111_j,78ZPZWM5,2.65,1.5,4.15,0.3856,0.124,0.0463,2.92,C,,AVERAGE,TOP3000,SUBINDUSTRY,2,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfo_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8048,npKGgKLw
w105_j,KPOMAjvz,2.5,1.63,4.13,0.2553,0.1091,0.0335,2.48,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8054,E5vx6NJP
w79_c,xAY5plkN,2.63,1.92,4.55,0.2053,0.1097,0.0429,1.52,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))",0.8059,E5vx6NJP
w76_g,qMWVEYzP,2.69,1.53,4.22,0.4021,0.1309,0.0402,2.48,C,,GOOD,TOP3000,SUBINDUSTRY,2,0.08,1,N,"trade_when(ts_rank(volume, 5) > 0.2, group_rank(anl4_fs_actuals_basic_qf_nd_div_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60)), -1)",0.8067,N1QJPJE8
p3_pw_sec,npK701Q8,2.12,1.92,4.04,0.1189,0.102,0.0477,2.51,C,,GOOD,TOP3000,SECTOR,12,0.08,1,N,"group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry) + rank(-ts_delta(close, 2))",0.8071,gJQMxZoJ
w87_a,Jjx27rMn,2.43,2.06,4.49,0.113,0.0901,0.0285,1.51,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))",0.8076,e79PvPpE
w91_g,mLgN7EYp,2.43,2.06,4.49,0.113,0.0901,0.0285,1.51,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.03,1,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + 0.35*group_rank(ts_av_diff(cash/assets, 45), subindustry) + 0.35*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.35*group_rank(-ts_delta(close, 10), subindustry) + 0.35*rank(volume/ts_mean(volume, 120))",0.8076,e79PvPpE
w6_s10_d20,A10lrkJl,2.22,1.89,4.11,0.0906,0.091,0.0327,2.65,C,,GOOD,TOP3000,INDUSTRY,20,0.08,1,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(-ts_mean(abs(returns)/volume, 20), subindustry) + group_rank(operating_expense/assets, subindustry)",0.8084,gJQMxZoJ
w48_d,E5vNEL1K,2.61,2.79,5.4,0.1256,0.1436,0.039,1.99,B,,EXCELLENT,TOP3000,SUBINDUSTRY,20,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8094,RRV5l5Go
w68_d,Vk6mMEe5,2.34,1.75,4.09,0.2703,0.1518,0.0462,2.43,C,,GOOD,TOP3000,INDUSTRY,3,0.08,1,N,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), industry) + group_rank(-ts_rank(close, 10), industry)",0.8095,qMW92Az2
w106_h,0mR2VNQ8,2.85,1.91,4.76,0.2621,0.1172,0.0312,1.77,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 3), subindustry) + rank(volume/ts_mean(volume, 150))",0.8096,N1QJPJE8
w114_k,kqVpMxKl,2.78,1.89,4.67,0.2679,0.1232,0.0421,2.31,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_zscore(fnd6_tfvce/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_zscore(fnd6_cicurr/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8096,j23Pl0e5
w96_c,A1081j6E,2.66,1.69,4.35,0.3839,0.1557,0.0525,3.04,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 120)/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.8099,0mR2K6lr
f10_mult_strc,Vk6P2G00,2.41,1.78,4.19,0.1904,0.1039,0.0338,1.71,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr/assets, subindustry) * rank(-ts_delta(close, 2))",0.8106,QP3V2bVG
w118_d,YP5VjRzJ,2.64,1.77,4.41,0.2325,0.1049,0.0366,2.21,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_cicurr/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_xoptq/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(inventory/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(inventory/assets), range=""0.1, 1, 0.1""))",0.811,akLmmvPW
w65_h,Vk6mEdg0,2.64,1.62,4.26,0.3237,0.1222,0.0377,2.47,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.811,e79PvPpE
t1_d0_grp_xo,1YxwGxER,2.61,1.85,4.46,0.2309,0.1163,0.0512,2.68,C,,AVERAGE,TOP3000,SUBINDUSTRY,8,0.08,0,N,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))",0.8114,XgWnklXa
w100_a,ZY0vk2wx,2.39,2.1,4.49,0.0797,0.0966,0.0294,1.93,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,0,N,"trade_when(volume > adv20, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)",0.8116,e79PvPpE
w119_c,WjPZ1PpP,2.69,1.75,4.44,0.2526,0.1066,0.0402,2.63,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_newqv1300_lnoq/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_glcea12/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ebitda/enterprise_value), range=""0.1, 1, 0.1""))",0.8124,akLmmvPW
w115_e,d5OJrkww,2.56,1.95,4.51,0.2091,0.1213,0.0358,1.69,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tfvce/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8125,kqVp6wnO
w111_d,1Yx3wgqk,2.54,1.74,4.28,0.2519,0.1181,0.0434,2.41,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_fcf_low/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8129,npKGgKLw
w106_g,JjxJAWYl,2.5,1.64,4.14,0.2501,0.1072,0.0325,2.33,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cff_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totgw_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 120))",0.8137,E5vx6NJP
f12_vwap_rev,1YxdalNW,2.47,1.95,4.42,0.1678,0.1047,0.0362,1.83,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr/assets, subindustry) + rank(-ts_delta(vwap, 2))",0.8142,QP3V2bVG
w115_k,XgWZApl8,3.03,1.44,4.47,0.5785,0.1312,0.048,3.42,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_newqv1300_fcaq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_newqv1300_tfvceq/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8145,j23Pl0e5
w94_g,Vk6LRYAY,2.52,2.3,4.82,0.1804,0.1497,0.0602,2.26,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 120), subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.8146,e79PvPpE
w112_j,akLmLgGx,2.69,1.89,4.58,0.2492,0.1228,0.0388,1.9,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8155,akLp3pzW
w54_b,xAYVY3rw,2.84,2.69,5.53,0.1314,0.1179,0.0297,2.09,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op, 45)/enterprise_value, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8164,O0rZ90n1
w97_e,KPOMlEbE,3.02,1.73,4.75,0.4065,0.1329,0.0318,3.07,C,,AVERAGE,TOP3000,SUBINDUSTRY,1,0.08,0,N,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_corr(close, volume, 10), subindustry) + rank(volume/ts_mean(volume, 120))",0.8166,e79PvPpE
w67_b,d5O31wJw,2.57,1.8,4.37,0.3369,0.1651,0.046,2.41,C,,GOOD,TOP3000,INDUSTRY,2,0.08,1,N,"group_rank(liabilities_curr/assets, industry) + group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, industry) + group_rank(-ts_rank(close, 10), industry)",0.8177,9qX3M2mq
w27_lnoq_d12,LL9ZwVqe,2.28,1.79,4.07,0.2104,0.13,0.05,3.04,C,,GOOD,TOP3000,SUBINDUSTRY,12,0.08,1,N,"group_rank(fnd6_newqv1300_lnoq/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + rank(-ts_delta(close, 2)) + rank(volume/ts_mean(volume, 60))",0.818,rK59235m
e04_liab_rev,78Z1qvnv,2.5,1.98,4.48,0.168,0.1056,0.035,1.94,C,,GOOD,TOP3000,SUBINDUSTRY,8,0.08,1,N,"group_rank(liabilities_curr / assets, subindustry) + rank(-ts_delta(close, 2))",0.8185,QP3V2bVG
w116_i,xAY77jLb,2.79,2.08,4.87,0.2094,0.1161,0.0315,2.07,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_zscore(fnd6_tfvce/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_zscore(fnd6_cicurr/assets, 120), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))",0.8198,kqVp6wnO
w115_l,Grdj5G8o,3.21,1.55,4.76,0.5389,0.1249,0.034,4.02,C,,GOOD,TOP3000,SUBINDUSTRY,1,0.08,1,N,"group_rank(fnd6_tstkc/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))",0.8202,akLp3pzW
w58_e,883VvlzX,2.66,1.59,4.25,0.3958,0.1406,0.0635,3.6,C,,GOOD,TOP3000,SUBINDUSTRY,3,0.08,1,N,"group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8221,rK59235m
w106_c,78ZR5Vpb,2.64,1.91,4.55,0.211,0.1105,0.029,1.7,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 120))",0.8231,e79PvPpE
w116_h,MP1vv5Ea,2.59,2.04,4.63,0.1907,0.1188,0.0327,1.85,C,,EXCELLENT,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8234,kqVp6wnO
r7_n2_d6,YP57mQ6o,2.5,1.67,4.17,0.2441,0.1087,0.0554,2.7,C,,GOOD,TOP3000,SUBINDUSTRY,6,0.08,1,N,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))",0.8238,XgWnklXa
w54_a,58QrQzeM,2.96,3.0,5.96,0.1429,0.1468,0.0359,3.11,A,,EXCELLENT,TOP3000,SUBINDUSTRY,14,0.08,0,N,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash, 45)/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))",0.8239,rK59235m
w114_j,0mRZLbvr,2.81,1.97,4.78,0.2435,0.1202,0.0314,2.26,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(ts_delta(fnd6_tstkc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_delta(fnd6_intc/assets, 60), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))",0.8241,akLp3pzW
w106_a,Vk6bQrQ8,2.62,1.8,4.42,0.2357,0.1112,0.0326,1.42,C,,GOOD,TOP3000,SUBINDUSTRY,4,0.08,1,N,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 75), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 5), subindustry) + rank(volume/ts_mean(volume, 120))",0.8247,N1QJPJE8
